level,check,cdmTableName,cdmFieldName,num_violated_rows,pct_violated_rows,num_denominator_rows,fkDomain,fkTableName,fkFieldName,plausibleGender,conceptId,plausibleTemporalAfterTableName,plausibleTemporalAfterFieldName,plausibleUnitConceptIds,plausibleValueHigh,plausibleValueLow,standardConceptFieldName
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3024370,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3046596,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3030675,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40767407,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3043953,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,43055233,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3025590,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3005241,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,43533776,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3000991,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3020489,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,21493473,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40760139,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3016324,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40763487,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3048228,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40761551,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3027005,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,46235690,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3004206,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3022547,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3019510,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3006433,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3045178,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3006093,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3049389,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3051969,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,46234833,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,43533393,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40767204,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40758873,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3038735,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3032496,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3024552,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40766110,,,NA,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3023884,,,8523,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3012671,,,8554,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3024889,,,8554,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3021440,,,8554,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3024928,,,8554,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3022231,,,8554,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3010072,,,8554,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3007424,,,8554,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3006504,,,8554,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3024290,,,8765,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3051014,,,8786,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3006508,,,9014,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3046870,,,9260,,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3019225,,,"8482,8518",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3025926,,,"9289,9289,9523,9523,586323,586323",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3024171,,,"8483,8483,8541,8541,8543,8543,9465,9465,9466,9466,9469,9469,9480,9480,9516,9516,9521,9521,9688,9688,9690,9690,9691,9691,9692,9692,44777521,44777521,44777554,44777554,44777556,44777556,44777557,44777557,44777658,44777658,44777659,44777659,44819154,44819154,45891007,45891007,45891008,45891008,45891031,45891031",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3027492,,,"8504,8504,8564,8564,8576,8576,8739,8739,9275,9275,9294,9294,9295,9295,9319,9319,9343,9343,9345,9345,9347,9347,9354,9354,9356,9356,9357,9357,9372,9372,9373,9373,9374,9374,9392,9392,9400,9400,9402,9402,9409,9409,9410,9410,9425,9425,9479,9479,9485,9485,9496,9496,9529,9529,9600,9600,9647,9647,9648,9648,9655,9655",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,36203922,,,"8636,8636,8713,8713,8725,8725,8748,8748,8751,8751,8817,8817,8820,8820,8837,8837,8840,8840,8842,8842,8845,8845,8859,8859,8861,8861,8950,8950,9028,9028,9503,9503,9514,9514,9530,9530,9532,9532,9560,9560,9564,9564,9625,9625,32964,32964,32965,32965,44777535,44777535,44777592,44777592,44777638,44777638,45956701,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3005770,,,"8698,8795,8857,8930,32700,44777523,44777603,44777613,44777614,44777664",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3041290,,,"8876,9328,9329,9389,9454,9455,9464,9547,9548,9623,44777527,44777590,44777602",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3012932,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3028799,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3005136,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3003538,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3027491,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3023323,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,42869531,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3026782,,,"8862,8929,9499,9500,9554,9556,9576,9577,9585,9609,9611,9620,9668,9670,32696,44777633,44777643,44777654",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3044009,,,"8505,8511,8512,8550,8555,9399,9448,9449,9450,9451,9537,9580,9581,9582,9583,9592,9593,9616,9634,9676,32960,32961,44777661",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40768653,,,"8505,8511,8512,8550,8555,9399,9448,9449,9450,9451,9537,9580,9581,9582,9583,9592,9593,9616,9634,9676,32960,32961,44777661",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,40760947,,,"8505,8511,8512,8550,8555,9399,9448,9449,9450,9451,9537,9580,9581,9582,9583,9592,9593,9616,9634,9676,32960,32961,44777661",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3039899,,,"8505,8511,8512,8550,8555,9399,9448,9449,9450,9451,9537,9580,9581,9582,9583,9592,9593,9616,9634,9676,32960,32961,44777661",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3019174,,,"8505,8511,8512,8550,8555,9399,9448,9449,9450,9451,9537,9580,9581,9582,9583,9592,9593,9616,9634,9676,32960,32961,44777661",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3021347,,,"8729,8736,8745,8749,8753,8839,8843,8875,9440,9490,9491,9501,9553,9557,9559,9575,9586,9587,9588,9591,9608,9621,9631,9632,9654,9673,45891014",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3046549,,,"8729,8736,8745,8749,8753,8839,8843,8875,9440,9490,9491,9501,9553,9557,9559,9575,9586,9587,9588,9591,9608,9621,9631,9632,9654,9673,45891014",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3044331,,,"8729,8736,8745,8749,8753,8839,8843,8875,9440,9490,9491,9501,9553,9557,9559,9575,9586,9587,9588,9591,9608,9621,9631,9632,9654,9673,45891014",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3004248,,,"8729,8736,8745,8749,8753,8839,8843,8875,9440,9490,9491,9501,9553,9557,9559,9575,9586,9587,9588,9591,9608,9621,9631,9632,9654,9673,45891014",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3019550,,,"8729,8736,8745,8749,8753,8839,8843,8875,9440,9490,9491,9501,9553,9557,9559,9575,9586,9587,9588,9591,9608,9621,9631,9632,9654,9673,45891014",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3010140,,,"8729,8736,8745,8749,8753,8839,8843,8875,9440,9490,9491,9501,9553,9557,9559,9575,9586,9587,9588,9591,9608,9621,9631,9632,9654,9673,45891014",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3048918,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3005013,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3034962,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3035899,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3048905,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3008598,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3024816,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,42529229,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3010873,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3007070,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3025696,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
CONCEPT LEVEL check,get number of records and the proportion to total number of eligible records with datetimes that do not occur on or after their corresponding datetimes,MEASUREMENT,MEASUREMENT_CONCEPT_ID,0,0.0,0,,,,,3023465,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",,,
